month,year,nfirms,me,div_yld,log_excess_ret
8,1965,2168,514760104.9375,0.03036429409729096,0.02722082564247178
9,1965,2162,530478570.65625,0.02952537268639704,0.028257263453245397
10,1965,2162,546007242.0,0.02869981176292903,0.025589441963581042
11,1965,2166,543801926.9375,0.02967020685324092,-0.0002923942625166708
12,1965,2151,555255314.46875,0.02867018163091534,0.010051548386713138
1,1966,2167,561895254.96875,0.02835052104370993,0.008405762044186728
2,1966,2163,554533071.09375,0.02925982149956121,-0.012476079074838107
3,1966,2162,542025038.3125,0.03015572735008136,-0.02501249938560436
4,1966,2152,554682127.125,0.02957478180197278,0.020715872266212302
5,1966,2171,524200600.3125,0.0317629217275522,-0.057811056088151666
6,1966,2172,518354007.84375,0.03215624262840708,-0.014229799475036848
7,1966,2182,511564853.53125,0.03270133480426386,-0.01669652224141604
8,1966,2186,470372487.03125,0.03628298784507206,-0.08237311019643637
9,1966,2193,466096576.3125,0.03659164564690948,-0.01110713433586048
10,1966,2192,485310430.21875,0.03506864589930445,0.03695903628736445
11,1966,2194,490756643.71875,0.03479299567350499,0.012915938620808403
12,1966,2188,497735423.65625,0.03433449431022616,0.0017672623479479165
1,1967,2192,539945688.5,0.03209087267924136,0.07794353241098877
2,1967,2196,544249770.125,0.03191742193288764,0.0069599189734507625
3,1967,2193,566610335.5,0.03060183664037042,0.038676478766465135
4,1967,2195,590067296.25,0.02937504616605201,0.03722291936446882
5,1967,2190,562753130.625,0.03107321271043809,-0.043280698135808454
6,1967,2192,577087962.1875,0.03023414365606301,0.02355099384972688
7,1967,2185,603608498.03125,0.02893941202327279,0.045072780605298714
8,1967,2188,597286585.3125,0.02952667861187652,-0.009804008278098056
9,1967,2190,616466116.125,0.02866096001443491,0.030159316141829973
10,1967,2196,598095356.8125,0.02992109122855997,-0.03149287773354101
11,1967,2193,599812436.75,0.02956603118295156,0.004078144461871875
12,1967,2198,631372983.0625,0.02812724279870179,0.029209712541170777
1,1968,2183,606367080.1875,0.02968758667035832,-0.0411405179025124
2,1968,2190,583037937.875,0.03123707708586798,-0.03836029669571604
3,1968,2199,586286518.96875,0.03076308652622699,0.0009625401448976863
4,1968,2205,638621513.40625,0.02872251129929314,0.0856768991774683
5,1968,2205,653743147.5,0.02806537959045685,0.02220756544878233
6,1968,2198,660983738.8125,0.02787821182321461,0.006755492251245486
7,1968,2186,644940215.0625,0.02892513424980235,-0.026859601459535316
8,1968,2194,656325385.125,0.02849321299370753,0.013461024770461176
9,1968,2197,684297400.75,0.0272922046412373,0.039261564677782856
10,1968,2198,689025723.1875,0.02757408346563109,0.004684700769696698
11,1968,2206,728385594.375,0.02585471025646096,0.05240533191955346
12,1968,2207,722122447.5625,0.02633393061679742,-0.038991367850960544
1,1969,2213,717799592.375,0.02628619571948035,-0.011687993484398232
2,1969,2224,677595840.875,0.02828228013643665,-0.060236910327983235
3,1969,2232,698134495.0,0.02770695295506891,0.024961934301634122
4,1969,2242,713761453.25,0.0271529182423037,0.015315035415122798
5,1969,2251,713770915.0625,0.02780911163167336,-5.1406251177404765e-05
6,1969,2261,664813411.0,0.03008829745375059,-0.07478673589472123
7,1969,2273,622105505.4375,0.03222084690321979,-0.07274397154658886
8,1969,2292,653337430.6875,0.03090978019791296,0.04439277160140613
9,1969,2298,637754337.3125,0.03200138385584309,-0.028648878148591028
10,1969,2307,672765905.15625,0.03052303748335818,0.048253428609607095
11,1969,2312,648751715.03125,0.03167591380312395,-0.0385090128680446
12,1969,2314,644274780.375,0.03196062569965253,-0.025891435659580103
1,1970,2324,596509758.8125,0.03459109638664856,-0.0825712781127913
2,1970,2348,629780892.5,0.03274141348106244,0.04861960146942478
3,1970,2360,626432185.5625,0.03319806456450509,-0.010664301673762786
4,1970,2363,559217477.125,0.0369357173922845,-0.1167967242800302
5,1970,2371,520459649.75,0.03913912066710273,-0.07191986665688346
6,1970,2376,493654461.625,0.04143879888099783,-0.05810089996509328
7,1970,2381,532577091.75,0.03880805777576615,0.06599704030071661
8,1970,2383,556856211.0,0.03678172713036564,0.043463843053880104
9,1970,2395,583234116.53125,0.03528090971532229,0.04111233457587221
10,1970,2408,572062335.625,0.03610287946354281,-0.02346284473898229
11,1970,2418,598764321.0,0.0343022967103252,0.044303827979114564
12,1970,2417,643326451.5625,0.03177532085213994,0.054560402786625786
1,1971,2425,676347845.6875,0.03019493740485997,0.046671510507820604
2,1971,2432,684990909.78125,0.02986045460742954,0.01307839584684736
3,1971,2433,715914626.625,0.02870447096831395,0.04072583304717548
4,1971,2445,739680860.375,0.02786009762511018,0.029975825205387396
5,1971,2458,711366816.375,0.02908539571637127,-0.040299852522104086
6,1971,2461,711384595.6875,0.02912211982472755,-0.0003299163926106328
7,1971,2478,684094151.4375,0.02989932628451411,-0.04506734939087675
8,1971,2490,710988622.0,0.02934140137374121,0.03714232092105312
9,1971,2506,707236731.875,0.02949773018439797,-0.009136838732699635
10,1971,2517,677870734.8125,0.03058354753612431,-0.045434421700654995
11,1971,2532,674835527.28125,0.0308545313913702,-0.004972573919684793
12,1971,2548,750939948.75,0.02785667116190889,0.08381974516006233
1,1972,2558,772239719.25,0.02721755421699782,0.024650597633243166
2,1972,2578,794903512.8125,0.0265758071280136,0.028054946764858365
3,1972,2585,801121952.1875,0.0262782814556189,0.006022057025071007
4,1972,2598,806328362.8125,0.02598290167361677,0.0023863904159984214
5,1972,2610,816588683.375,0.02610122114287144,0.01315547825290609
6,1972,2613,799508074.6875,0.02666943380098341,-0.02418871444562107
7,1972,2624,796175777.5,0.02691070190254617,-0.0075161104691376
8,1972,2638,823513995.625,0.02596404623726459,0.03202314610690842
9,1972,2653,817661913.75,0.02624743945340497,-0.011043966976830227
10,1972,2662,824009008.21875,0.02593112941409144,0.004762767136353889
